batch_id,machine_id,plant_id,start_time,end_time,units_produced,units_defective,defect_rate,product_line,shift,batch_status
BCH-0094354,MCH-0177,PLT-06,2023-01-12 05:02:34,2023-01-12 19:02:34,423,31,0.0754,Sensor,Night,Passed
BCH-0094355,MCH-0398,PLT-05,2022-03-18 01:21:34,2022-03-19 00:21:34,1725,124,0.0721,HMI,Night,Failed
BCH-0094356,MCH-0057,PLT-09,2023-10-18 05:18:26,2023-10-19 02:18:26,1456,84,0.0582,Sensor,Morning,Under Review
BCH-0094357,MCH-0315,PLT-01,2023-11-05 22:11:35,2023-11-06 01:11:35,551,44,0.08,Sensor,Morning,Passed
BCH-0094358,MCH-0361,PLT-06,2022-07-28 22:01:40,2022-07-29 06:01:40,799,78,0.0985,Sensor,Morning,Passed
BCH-0094359,MCH-0468,PLT-04,2023-11-23 11:40:17,2023-11-24 06:40:17,1766,136,0.0771,Sensor,Morning,Passed
BCH-0094360,MCH-0206,PLT-10,2022-08-28 08:17:31,2022-08-28 14:17:31,579,118,0.2044,Drive,Night,Passed
BCH-0094361,MCH-0494,PLT-02,2022-01-23 10:24:03,2022-01-23 21:24:03,226,22,0.1005,Sensor,Night,Under Review
BCH-0094362,MCH-0244,PLT-10,2023-01-26 20:18:58,2023-01-27 06:18:58,1883,334,0.1774,Drive,Morning,Passed
BCH-0094363,MCH-0323,PLT-02,2023-03-22 23:35:43,2023-03-23 06:35:43,875,89,0.1019,HMI,Morning,Passed
BCH-0094364,MCH-0166,PLT-07,2022-10-30 12:42:27,2022-10-31 06:42:27,1421,190,0.1343,PLC,Afternoon,Passed
BCH-0094365,MCH-0373,PLT-02,2024-12-19 03:57:30,2024-12-19 15:57:30,1419,183,0.1292,Drive,Afternoon,Passed
BCH-0094366,MCH-0428,PLT-10,2022-02-04 20:30:14,2022-02-04 21:30:14,1346,205,0.153,Relay,Afternoon,Failed
BCH-0094367,MCH-0057,PLT-07,2024-01-21 09:50:23,2024-01-21 15:50:23,1063,84,0.0794,Drive,Night,Failed
BCH-0094368,MCH-0071,PLT-05,2023-12-20 04:59:15,2023-12-20 15:59:15,298,26,0.0904,PLC,Afternoon,Passed
BCH-0094369,MCH-0011,PLT-02,2022-06-17 09:13:53,2022-06-17 15:13:53,675,114,0.169,HMI,Afternoon,Passed
BCH-0094370,MCH-0259,PLT-05,2024-05-20 00:43:29,2024-05-20 01:43:29,1529,72,0.0475,Sensor,Afternoon,Passed
BCH-0094371,MCH-0114,PLT-08,2023-01-12 03:43:41,2023-01-13 00:43:41,1507,130,0.0869,PLC,Afternoon,Passed
BCH-0094372,MCH-0218,PLT-07,2022-03-19 16:03:55,2022-03-20 14:03:55,52,0,0.0179,Relay,Night,Under Review
BCH-0094373,MCH-0259,PLT-08,2024-08-17 20:03:13,2024-08-18 16:03:13,331,29,0.0899,Relay,Afternoon,Passed
BCH-0094374,MCH-0266,PLT-04,2022-08-15 13:22:10,2022-08-15 17:22:10,1719,315,0.1834,Relay,Afternoon,Passed
BCH-0094375,MCH-0020,PLT-10,2023-12-28 21:06:14,2023-12-29 02:06:14,1453,78,0.0543,Drive,Night,Passed
BCH-0094376,MCH-0033,PLT-01,2022-05-05 06:37:28,2022-05-05 23:37:28,1352,204,0.1509,PLC,Morning,Passed
BCH-0094377,MCH-0432,PLT-10,2022-12-12 17:26:41,2022-12-12 20:26:41,1667,104,0.0626,Drive,Night,Passed
BCH-0094378,MCH-0398,PLT-05,2024-08-06 14:49:09,2024-08-06 19:49:09,1242,380,0.3065,HMI,Afternoon,Passed
BCH-0094379,MCH-0257,PLT-01,2022-11-16 21:27:22,2022-11-17 03:27:22,1208,172,0.1429,Sensor,Morning,Passed
BCH-0094380,MCH-0189,PLT-03,2022-04-15 19:18:15,2022-04-16 02:18:15,119,14,0.1254,Sensor,Afternoon,Passed
BCH-0094381,MCH-0034,PLT-02,2023-06-29 12:25:26,2023-06-30 08:25:26,1211,43,0.0363,Sensor,Afternoon,Passed
BCH-0094382,MCH-0071,PLT-04,2024-05-17 02:50:33,2024-05-17 23:50:33,1567,201,0.1288,Drive,Night,Under Review
BCH-0094383,MCH-0468,PLT-08,2024-03-30 08:45:36,2024-03-30 11:45:36,1984,369,0.1863,Drive,Afternoon,Passed
BCH-0094384,MCH-0207,PLT-04,2022-05-07 17:54:53,2022-05-08 02:54:53,321,7,0.0235,Sensor,Afternoon,Passed
BCH-0094385,MCH-0073,PLT-09,2023-12-20 01:02:29,2023-12-20 19:02:29,141,20,0.1423,HMI,Afternoon,Failed
BCH-0094386,MCH-0078,PLT-10,2024-01-23 03:05:03,2024-01-23 23:05:03,281,11,0.041,Relay,Morning,Passed
BCH-0094387,MCH-0173,PLT-09,2022-05-21 03:58:30,2022-05-21 04:58:30,1432,235,0.1646,HMI,Night,Passed
BCH-0094388,MCH-0134,PLT-02,2023-12-10 14:21:15,2023-12-10 23:21:15,545,29,0.0542,PLC,Morning,Passed
BCH-0094389,MCH-0471,PLT-07,2023-05-21 22:01:44,2023-05-22 06:01:44,1802,119,0.0662,Drive,Afternoon,Passed
BCH-0094390,MCH-0268,PLT-05,2024-02-19 05:19:34,2024-02-19 19:19:34,1880,428,0.2281,PLC,Night,Passed
BCH-0094391,MCH-0461,PLT-04,2022-06-06 08:19:14,2022-06-06 19:19:14,955,19,0.0202,Relay,Night,Passed
BCH-0094392,MCH-0281,PLT-10,2023-06-09 02:05:49,2023-06-09 05:05:49,179,9,0.0518,Relay,Afternoon,Passed
BCH-0094393,MCH-0473,PLT-08,2023-12-21 08:14:20,2023-12-21 21:14:20,1534,113,0.0737,Relay,Night,Under Review
BCH-0094394,MCH-0056,PLT-06,2022-01-18 10:17:18,2022-01-19 02:17:18,994,64,0.0644,PLC,Night,Under Review
BCH-0094395,MCH-0034,PLT-07,2024-07-04 06:58:00,2024-07-04 21:58:00,781,107,0.1382,PLC,Morning,Passed
BCH-0094396,MCH-0248,PLT-08,2022-10-02 08:37:49,2022-10-03 05:37:49,1308,84,0.0649,Drive,Afternoon,Passed
BCH-0094397,MCH-0375,PLT-03,2023-11-22 09:02:14,2023-11-22 16:02:14,973,36,0.038,Relay,Night,Passed
BCH-0094398,MCH-0368,PLT-03,2024-08-22 01:28:44,2024-08-22 06:28:44,618,81,0.1311,Relay,Night,Passed
BCH-0094399,MCH-0257,PLT-04,2023-12-24 17:26:07,2023-12-24 22:26:07,1135,135,0.1194,HMI,Afternoon,Passed
BCH-0094400,MCH-0125,PLT-10,2023-09-21 07:24:23,2023-09-22 02:24:23,108,10,0.0994,PLC,Night,Passed
BCH-0094401,MCH-0360,PLT-06,2023-08-07 07:51:08,2023-08-07 14:51:08,858,96,0.1128,Relay,Afternoon,Passed
BCH-0094402,MCH-0331,PLT-10,2022-05-31 12:11:34,2022-06-01 08:11:34,1816,66,0.0368,Drive,Morning,Passed
BCH-0094403,MCH-0239,PLT-07,2024-08-20 10:50:30,2024-08-21 03:50:30,1125,159,0.1422,Drive,Afternoon,Passed
BCH-0094404,MCH-0240,PLT-02,2023-11-21 02:05:26,2023-11-22 01:05:26,623,138,0.2218,Relay,Morning,Passed
BCH-0094405,MCH-0033,PLT-02,2024-04-06 19:06:42,2024-04-07 16:06:42,75,3,0.0427,Relay,Afternoon,Passed
BCH-0094406,MCH-0413,PLT-09,2022-02-08 15:08:24,2022-02-08 17:08:24,1516,81,0.0536,Relay,Night,Passed
BCH-0094407,MCH-0129,PLT-05,2024-02-11 11:36:49,2024-02-11 20:36:49,1307,74,0.0567,HMI,Afternoon,Passed
BCH-0094408,MCH-0288,PLT-03,2024-09-06 13:56:00,2024-09-07 00:56:00,263,26,0.102,PLC,Night,Passed
BCH-0094409,MCH-0089,PLT-04,2023-01-08 17:54:35,2023-01-09 04:54:35,1350,311,0.2304,PLC,Night,Passed
BCH-0094410,MCH-0379,PLT-05,2022-01-30 23:42:24,2022-01-31 04:42:24,276,60,0.2203,HMI,Morning,Passed
BCH-0094411,MCH-0027,PLT-07,2022-02-03 08:19:58,2022-02-04 02:19:58,1698,84,0.0499,HMI,Afternoon,Passed
BCH-0094412,MCH-0148,PLT-01,2023-10-25 04:59:48,2023-10-25 22:59:48,857,168,0.197,Sensor,Night,Passed
BCH-0094413,MCH-0325,PLT-04,2023-10-30 21:51:13,2023-10-31 20:51:13,1734,253,0.1461,Sensor,Morning,Passed
BCH-0094414,MCH-0269,PLT-08,2024-07-20 10:56:33,2024-07-21 09:56:33,223,4,0.0199,HMI,Afternoon,Passed
BCH-0094415,MCH-0105,PLT-07,2022-06-05 19:14:31,2022-06-06 07:14:31,1521,67,0.0443,Relay,Night,Passed
BCH-0094416,MCH-0278,PLT-08,2022-01-16 22:39:06,2022-01-17 16:39:06,847,79,0.0935,Relay,Morning,Passed
BCH-0094417,MCH-0255,PLT-06,2024-03-14 22:23:40,2024-03-15 02:23:40,792,181,0.2286,PLC,Night,Passed
BCH-0094418,MCH-0259,PLT-06,2023-11-26 01:44:08,2023-11-26 02:44:08,1663,120,0.0722,Relay,Night,Passed
BCH-0094419,MCH-0401,PLT-06,2024-12-16 17:40:09,2024-12-17 09:40:09,1416,61,0.0437,Relay,Morning,Passed
BCH-0094420,MCH-0381,PLT-08,2024-05-08 22:37:41,2024-05-09 13:37:41,738,34,0.0473,PLC,Night,Passed
BCH-0094421,MCH-0495,PLT-08,2023-08-17 14:32:37,2023-08-18 00:32:37,1576,314,0.1998,Drive,Afternoon,Passed
BCH-0094422,MCH-0349,PLT-01,2024-01-24 20:46:10,2024-01-25 06:46:10,1413,79,0.0562,Relay,Afternoon,Passed
BCH-0094423,MCH-0053,PLT-04,2023-12-29 14:55:00,2023-12-29 18:55:00,538,16,0.0308,HMI,Afternoon,Passed
BCH-0094424,MCH-0026,PLT-02,2023-01-13 00:13:26,2023-01-13 14:13:26,1601,131,0.0824,HMI,Morning,Passed
BCH-0094425,MCH-0331,PLT-03,2022-10-24 23:54:35,2022-10-25 08:54:35,992,98,0.099,Relay,Morning,Passed
BCH-0094426,MCH-0061,PLT-06,2024-10-09 19:46:16,2024-10-10 12:46:16,1269,215,0.17,Relay,Afternoon,Passed
BCH-0094427,MCH-0005,PLT-10,2024-03-23 00:25:35,2024-03-23 10:25:35,1693,225,0.133,Relay,Morning,Passed
BCH-0094428,MCH-0322,PLT-03,2024-04-26 15:01:30,2024-04-27 14:01:30,309,23,0.076,HMI,Morning,Passed
BCH-0094429,MCH-0182,PLT-06,2024-03-07 23:28:54,2024-03-08 19:28:54,540,78,0.1461,HMI,Afternoon,Passed
BCH-0094430,MCH-0358,PLT-01,2022-07-22 20:30:02,2022-07-22 22:30:02,223,16,0.0761,PLC,Afternoon,Passed
BCH-0094431,MCH-0251,PLT-10,2023-06-25 01:15:52,2023-06-26 00:15:52,1166,93,0.0799,Drive,Night,Passed
BCH-0094432,MCH-0035,PLT-09,2023-07-07 14:10:51,2023-07-07 20:10:51,359,42,0.1175,Sensor,Night,Passed
BCH-0094433,MCH-0136,PLT-01,2022-01-07 20:40:56,2022-01-08 02:40:56,1759,293,0.1671,Relay,Night,Passed
BCH-0094434,MCH-0384,PLT-09,2024-11-26 11:14:37,2024-11-27 00:14:37,1273,181,0.1427,Drive,Morning,Passed
BCH-0094435,MCH-0287,PLT-08,2022-06-13 11:55:43,2022-06-14 08:55:43,1333,102,0.0769,HMI,Night,Passed
BCH-0094436,MCH-0228,PLT-09,2022-07-24 08:27:24,2022-07-25 03:27:24,279,20,0.0732,Drive,Afternoon,Passed
BCH-0094437,MCH-0403,PLT-06,2022-04-22 03:20:05,2022-04-22 09:20:05,934,16,0.0176,PLC,Morning,Passed
BCH-0094438,MCH-0151,PLT-01,2022-09-03 13:22:28,2022-09-04 03:22:28,1986,133,0.0671,PLC,Afternoon,Passed
BCH-0094439,MCH-0305,PLT-06,2024-05-23 20:16:23,2024-05-23 21:16:23,1087,156,0.1441,PLC,Afternoon,Passed
BCH-0094440,MCH-0198,PLT-08,2022-06-04 06:14:55,2022-06-04 09:14:55,792,84,0.1062,PLC,Night,Passed
BCH-0094441,MCH-0459,PLT-06,2024-09-19 16:20:08,2024-09-19 22:20:08,894,84,0.094,Drive,Afternoon,Passed
BCH-0094442,MCH-0278,PLT-01,2022-01-28 20:27:20,2022-01-28 21:27:20,737,106,0.1445,Sensor,Afternoon,Passed
BCH-0094443,MCH-0153,PLT-02,2023-03-03 13:59:17,2023-03-03 17:59:17,1857,190,0.1024,HMI,Night,Passed
BCH-0094444,MCH-0345,PLT-07,2024-03-28 15:23:00,2024-03-28 16:23:00,1583,114,0.0723,Drive,Afternoon,Passed
BCH-0094445,MCH-0483,PLT-04,2023-01-13 22:29:45,2023-01-14 09:29:45,550,23,0.0429,PLC,Night,Passed
BCH-0094446,MCH-0394,PLT-10,2022-04-09 22:58:43,2022-04-10 10:58:43,1214,169,0.1396,Sensor,Afternoon,Passed
BCH-0094447,MCH-0064,PLT-07,2024-12-29 11:46:02,2024-12-29 17:46:02,1625,270,0.1667,Relay,Morning,Passed
BCH-0094448,MCH-0072,PLT-01,2022-06-03 14:45:32,2022-06-04 04:45:32,355,36,0.1024,Sensor,Night,Passed
BCH-0094449,MCH-0164,PLT-10,2022-08-04 03:00:32,2022-08-04 09:00:32,303,36,0.1193,Relay,Morning,Failed
BCH-0094450,MCH-0365,PLT-06,2024-05-01 07:05:45,2024-05-01 11:05:45,1175,85,0.0724,HMI,Afternoon,Passed
BCH-0094451,MCH-0335,PLT-07,2024-10-16 23:21:20,2024-10-17 07:21:20,1460,132,0.091,HMI,Morning,Passed
BCH-0094452,MCH-0072,PLT-05,2024-10-22 12:28:02,2024-10-23 06:28:02,1856,140,0.0757,HMI,Morning,Passed
BCH-0094453,MCH-0270,PLT-02,2023-07-25 18:27:09,2023-07-26 14:27:09,349,24,0.0704,HMI,Morning,Passed
BCH-0094454,MCH-0335,PLT-10,2023-04-16 17:36:36,2023-04-17 06:36:36,1905,73,0.0388,Sensor,Night,Passed
BCH-0094455,MCH-0442,PLT-09,2023-10-22 14:05:08,2023-10-23 13:05:08,85,6,0.081,Relay,Afternoon,Passed
BCH-0094456,MCH-0240,PLT-05,2022-12-22 04:58:20,2022-12-23 01:58:20,52,2,0.0469,Relay,Night,Passed
BCH-0094457,MCH-0230,PLT-10,2022-01-04 13:57:56,2022-01-05 06:57:56,152,13,0.0911,Relay,Afternoon,Under Review
BCH-0094458,MCH-0157,PLT-02,2024-07-11 01:37:26,2024-07-11 21:37:26,1179,115,0.098,PLC,Afternoon,Passed
BCH-0094459,MCH-0491,PLT-09,2022-07-18 06:26:33,2022-07-18 07:26:33,183,20,0.1121,PLC,Afternoon,Under Review
BCH-0094460,MCH-0410,PLT-01,2023-07-24 03:14:15,2023-07-24 21:14:15,439,85,0.1954,PLC,Afternoon,Passed
BCH-0094461,MCH-0376,PLT-07,2024-06-21 13:20:00,2024-06-21 22:20:00,224,32,0.1471,Drive,Morning,Passed
BCH-0094462,MCH-0299,PLT-04,2022-01-31 18:52:00,2022-02-01 12:52:00,1380,40,0.0292,PLC,Morning,Passed
BCH-0094463,MCH-0154,PLT-05,2022-06-09 07:12:21,2022-06-09 23:12:21,1327,185,0.1399,PLC,Night,Passed
BCH-0094464,MCH-0420,PLT-02,2022-08-16 12:59:24,2022-08-17 11:59:24,1347,62,0.0466,HMI,Afternoon,Failed
BCH-0094465,MCH-0213,PLT-05,2022-01-10 00:48:52,2022-01-10 22:48:52,250,48,0.194,HMI,Morning,Failed
BCH-0094466,MCH-0415,PLT-03,2023-03-26 13:02:06,2023-03-27 00:02:06,480,53,0.1112,Relay,Afternoon,Passed
BCH-0094467,MCH-0374,PLT-06,2022-01-04 23:47:02,2022-01-05 06:47:02,1132,101,0.0894,PLC,Afternoon,Failed
BCH-0094468,MCH-0208,PLT-07,2024-08-31 01:21:02,2024-08-31 03:21:02,1997,171,0.0857,Drive,Night,Passed
BCH-0094469,MCH-0034,PLT-05,2024-08-22 08:29:54,2024-08-22 15:29:54,1419,69,0.049,Relay,Night,Passed
BCH-0094470,MCH-0377,PLT-09,2022-02-11 17:01:32,2022-02-12 12:01:32,1225,127,0.1044,Relay,Morning,Passed
BCH-0094471,MCH-0212,PLT-05,2024-05-11 21:37:25,2024-05-12 13:37:25,195,15,0.0786,Relay,Night,Failed
BCH-0094472,MCH-0083,PLT-05,2023-12-16 10:42:04,2023-12-16 13:42:04,1201,100,0.0837,HMI,Afternoon,Passed
BCH-0094473,MCH-0264,PLT-09,2023-05-08 23:37:53,2023-05-09 22:37:53,586,60,0.1034,Sensor,Afternoon,Failed
BCH-0094474,MCH-0472,PLT-09,2022-03-23 14:51:55,2022-03-23 19:51:55,455,37,0.0821,Sensor,Night,Passed
BCH-0094475,MCH-0333,PLT-06,2023-09-11 20:14:12,2023-09-12 17:14:12,365,29,0.0799,HMI,Night,Failed
BCH-0094476,MCH-0469,PLT-06,2022-01-16 09:40:51,2022-01-17 02:40:51,97,2,0.0214,HMI,Afternoon,Passed
BCH-0094477,MCH-0496,PLT-05,2024-12-15 02:08:35,2024-12-15 15:08:35,101,5,0.0546,Sensor,Night,Under Review
BCH-0094478,MCH-0121,PLT-05,2023-05-04 01:28:13,2023-05-04 16:28:13,1743,129,0.0742,HMI,Night,Failed
BCH-0094479,MCH-0323,PLT-04,2022-10-11 18:02:24,2022-10-12 13:02:24,87,2,0.0248,HMI,Afternoon,Passed
BCH-0094480,MCH-0419,PLT-02,2022-10-21 08:49:22,2022-10-21 23:49:22,1513,274,0.1817,Relay,Night,Passed
BCH-0094481,MCH-0435,PLT-04,2022-09-14 12:34:24,2022-09-15 09:34:24,538,19,0.036,HMI,Morning,Passed
BCH-0094482,MCH-0291,PLT-02,2024-05-31 13:02:32,2024-06-01 05:02:32,935,57,0.061,Relay,Morning,Failed
BCH-0094483,MCH-0283,PLT-09,2023-09-02 22:13:47,2023-09-03 10:13:47,1647,88,0.0536,Relay,Night,Passed
BCH-0094484,MCH-0415,PLT-06,2024-11-30 09:11:27,2024-12-01 08:11:27,1728,102,0.0592,HMI,Afternoon,Passed
BCH-0094485,MCH-0026,PLT-03,2022-01-29 12:38:26,2022-01-30 00:38:26,403,78,0.1942,Relay,Afternoon,Passed
BCH-0094486,MCH-0248,PLT-03,2022-05-07 02:09:00,2022-05-07 12:09:00,1291,171,0.1325,Drive,Afternoon,Passed
BCH-0094487,MCH-0343,PLT-02,2024-01-19 03:16:35,2024-01-19 08:16:35,1112,170,0.153,Sensor,Afternoon,Passed
BCH-0094488,MCH-0197,PLT-04,2023-03-22 20:05:27,2023-03-23 16:05:27,512,37,0.0723,Drive,Morning,Passed
BCH-0094489,MCH-0056,PLT-07,2022-05-09 09:03:02,2022-05-09 10:03:02,1019,179,0.1758,PLC,Night,Failed
BCH-0094490,MCH-0492,PLT-04,2023-11-17 12:00:21,2023-11-18 01:00:21,1900,88,0.0466,PLC,Morning,Passed
BCH-0094491,MCH-0065,PLT-04,2022-11-13 17:36:58,2022-11-14 03:36:58,1248,107,0.0865,Relay,Morning,Passed
BCH-0094492,MCH-0096,PLT-02,2024-09-26 03:59:33,2024-09-26 13:59:33,1927,239,0.1245,Sensor,Night,Passed
BCH-0094493,MCH-0455,PLT-04,2024-04-06 18:23:31,2024-04-07 05:23:31,1746,243,0.1397,Drive,Night,Passed
BCH-0094494,MCH-0166,PLT-06,2024-09-15 02:03:12,2024-09-15 23:03:12,1134,127,0.1123,Relay,Night,Passed
BCH-0094495,MCH-0144,PLT-08,2022-03-19 09:17:27,2022-03-19 11:17:27,812,10,0.0128,Relay,Afternoon,Passed
BCH-0094496,MCH-0194,PLT-09,2023-10-21 17:08:22,2023-10-22 03:08:22,757,57,0.0759,Relay,Night,Passed
BCH-0094497,MCH-0453,PLT-09,2022-01-25 12:37:14,2022-01-26 11:37:14,1653,115,0.0701,Sensor,Night,Passed
BCH-0094498,MCH-0332,PLT-07,2023-06-28 16:56:29,2023-06-29 08:56:29,203,13,0.0661,Relay,Afternoon,Under Review
BCH-0094499,MCH-0187,PLT-01,2023-11-28 10:15:43,2023-11-29 00:15:43,559,112,0.2008,Drive,Night,Passed
BCH-0094500,MCH-0268,PLT-09,2023-02-12 00:30:00,2023-02-12 10:30:00,1857,227,0.1223,Relay,Night,Passed
BCH-0094501,MCH-0481,PLT-08,2023-12-27 20:38:51,2023-12-28 17:38:51,565,161,0.2857,Drive,Morning,Passed
BCH-0094502,MCH-0259,PLT-07,2022-01-15 05:36:02,2022-01-16 03:36:02,1322,58,0.0444,Drive,Morning,Passed
BCH-0094503,MCH-0447,PLT-05,2022-12-30 23:29:13,2022-12-31 06:29:13,1565,435,0.278,PLC,Afternoon,Passed
BCH-0094504,MCH-0381,PLT-07,2023-07-15 22:32:17,2023-07-16 04:32:17,1819,245,0.1347,PLC,Afternoon,Passed
BCH-0094505,MCH-0357,PLT-02,2022-09-19 18:02:53,2022-09-20 06:02:53,1019,88,0.0871,Drive,Night,Failed
BCH-0094506,MCH-0029,PLT-02,2024-09-16 05:57:32,2024-09-16 09:57:32,1293,163,0.1263,HMI,Morning,Under Review
BCH-0094507,MCH-0402,PLT-07,2024-06-06 14:34:40,2024-06-07 12:34:40,1496,112,0.0752,Sensor,Morning,Failed
BCH-0094508,MCH-0283,PLT-04,2024-02-22 16:55:16,2024-02-23 14:55:16,1372,91,0.0669,Relay,Morning,Passed
BCH-0094509,MCH-0475,PLT-10,2024-03-03 03:22:16,2024-03-03 04:22:16,770,65,0.0849,Sensor,Afternoon,Failed
BCH-0094510,MCH-0441,PLT-06,2022-09-08 23:50:52,2022-09-09 13:50:52,943,98,0.1041,HMI,Night,Passed
BCH-0094511,MCH-0086,PLT-05,2022-04-30 12:32:54,2022-05-01 00:32:54,1785,35,0.0197,Relay,Afternoon,Passed
BCH-0094512,MCH-0486,PLT-05,2024-02-12 05:39:34,2024-02-12 13:39:34,346,37,0.1082,PLC,Afternoon,Under Review
BCH-0094513,MCH-0331,PLT-10,2022-10-18 15:39:56,2022-10-18 19:39:56,698,54,0.0783,Relay,Morning,Passed
BCH-0094514,MCH-0111,PLT-03,2024-08-20 19:29:16,2024-08-21 10:29:16,1768,564,0.3193,Sensor,Afternoon,Under Review
BCH-0094515,MCH-0172,PLT-09,2024-10-09 11:09:38,2024-10-09 20:09:38,902,61,0.0677,Sensor,Night,Passed
BCH-0094516,MCH-0323,PLT-03,2023-01-12 10:18:30,2023-01-12 13:18:30,535,32,0.0601,Drive,Afternoon,Passed
BCH-0094517,MCH-0401,PLT-02,2023-04-26 04:30:00,2023-04-26 14:30:00,467,39,0.0841,Relay,Afternoon,Passed
BCH-0094518,MCH-0329,PLT-05,2022-05-23 10:48:53,2022-05-24 09:48:53,1587,40,0.0254,Relay,Night,Passed
BCH-0094519,MCH-0317,PLT-09,2024-11-28 11:58:16,2024-11-28 12:58:16,376,31,0.0832,HMI,Night,Passed
BCH-0094520,MCH-0362,PLT-05,2024-10-31 01:55:11,2024-10-31 21:55:11,1637,86,0.053,Sensor,Night,Under Review
BCH-0094521,MCH-0261,PLT-05,2022-01-27 19:36:16,2022-01-28 18:36:16,388,56,0.1447,Sensor,Morning,Failed
BCH-0094522,MCH-0132,PLT-03,2022-08-07 17:17:19,2022-08-08 08:17:19,1117,121,0.1091,PLC,Morning,Passed
BCH-0094523,MCH-0093,PLT-06,2022-04-22 09:16:11,2022-04-22 20:16:11,421,40,0.0966,HMI,Night,Under Review
BCH-0094524,MCH-0134,PLT-04,2022-11-25 04:23:07,2022-11-25 16:23:07,1858,148,0.0797,Relay,Afternoon,Failed
BCH-0094525,MCH-0117,PLT-09,2022-06-07 00:55:19,2022-06-07 08:55:19,1805,32,0.018,HMI,Morning,Passed
BCH-0094526,MCH-0199,PLT-03,2022-04-17 16:52:42,2022-04-17 19:52:42,1601,34,0.0218,Sensor,Morning,Passed
BCH-0094527,MCH-0040,PLT-05,2024-11-18 14:02:41,2024-11-19 05:02:41,1696,201,0.1187,Drive,Afternoon,Passed
BCH-0094528,MCH-0163,PLT-04,2024-08-09 22:31:18,2024-08-10 19:31:18,1845,424,0.2301,Relay,Morning,Passed
BCH-0094529,MCH-0436,PLT-06,2024-12-03 12:23:34,2024-12-03 22:23:34,1449,117,0.0813,HMI,Afternoon,Passed
BCH-0094530,MCH-0474,PLT-07,2022-09-04 06:52:15,2022-09-05 02:52:15,270,51,0.19,Relay,Afternoon,Passed
BCH-0094531,MCH-0158,PLT-10,2022-08-25 07:35:37,2022-08-25 10:35:37,686,113,0.1658,Sensor,Morning,Passed
BCH-0094532,MCH-0147,PLT-10,2024-02-14 19:17:30,2024-02-15 12:17:30,1637,113,0.0691,PLC,Morning,Passed
BCH-0094533,MCH-0428,PLT-04,2024-12-21 01:41:46,2024-12-21 22:41:46,1064,261,0.2456,HMI,Night,Passed
BCH-0094534,MCH-0472,PLT-10,2024-10-16 18:01:39,2024-10-16 23:01:39,861,109,0.127,PLC,Morning,Failed
BCH-0094535,MCH-0425,PLT-10,2022-03-15 07:00:59,2022-03-15 12:00:59,1813,21,0.012,Drive,Morning,Passed
BCH-0094536,MCH-0316,PLT-10,2022-10-15 09:07:01,2022-10-16 07:07:01,1265,175,0.1388,Sensor,Afternoon,Passed
BCH-0094537,MCH-0395,PLT-04,2024-08-02 13:31:40,2024-08-03 06:31:40,539,23,0.0443,Drive,Afternoon,Passed
BCH-0094538,MCH-0210,PLT-07,2024-08-15 15:17:02,2024-08-16 04:17:02,1323,204,0.1546,PLC,Morning,Failed
BCH-0094539,MCH-0330,PLT-01,2023-07-13 13:31:04,2023-07-13 22:31:04,1966,514,0.2616,Sensor,Night,Passed
BCH-0094540,MCH-0272,PLT-07,2022-02-13 13:26:01,2022-02-14 06:26:01,800,46,0.0584,Sensor,Night,Passed
BCH-0094541,MCH-0293,PLT-05,2024-10-13 23:34:47,2024-10-14 01:34:47,771,14,0.0191,Drive,Morning,Under Review
BCH-0094542,MCH-0331,PLT-01,2023-10-31 02:22:45,2023-10-31 04:22:45,1431,204,0.1429,PLC,Afternoon,Failed
BCH-0094543,MCH-0139,PLT-09,2024-06-10 13:51:01,2024-06-11 06:51:01,1972,73,0.0371,PLC,Night,Passed
BCH-0094544,MCH-0295,PLT-03,2023-06-19 01:29:14,2023-06-19 22:29:14,1973,233,0.1182,Relay,Morning,Failed
BCH-0094545,MCH-0353,PLT-08,2022-04-17 21:53:12,2022-04-18 15:53:12,1395,166,0.1196,Relay,Afternoon,Passed
BCH-0094546,MCH-0123,PLT-01,2024-12-15 00:03:18,2024-12-15 06:03:18,940,53,0.0572,HMI,Morning,Passed
BCH-0094547,MCH-0401,PLT-03,2022-01-22 21:38:31,2022-01-23 18:38:31,273,21,0.079,Relay,Night,Passed
BCH-0094548,MCH-0253,PLT-01,2024-01-30 02:04:56,2024-01-30 09:04:56,1632,62,0.0385,HMI,Morning,Passed
BCH-0094549,MCH-0457,PLT-03,2022-07-08 13:51:53,2022-07-09 10:51:53,892,127,0.1433,Sensor,Afternoon,Passed
BCH-0094550,MCH-0078,PLT-08,2022-12-25 12:47:37,2022-12-25 16:47:37,987,120,0.1218,HMI,Afternoon,Passed
BCH-0094551,MCH-0301,PLT-10,2022-01-31 05:57:08,2022-01-31 22:57:08,1233,94,0.0763,Drive,Morning,Failed
BCH-0094552,MCH-0442,PLT-02,2023-02-04 01:52:52,2023-02-04 14:52:52,345,13,0.0405,PLC,Morning,Passed
BCH-0094553,MCH-0188,PLT-01,2022-10-24 00:50:06,2022-10-24 22:50:06,792,22,0.029,Sensor,Afternoon,Passed
BCH-0094554,MCH-0349,PLT-04,2022-07-22 00:54:05,2022-07-22 10:54:05,1853,297,0.1607,Sensor,Night,Passed
