part_id,supplier_id,machine_id,part_name,stock_qty,unit_cost_usd,last_restocked,reorder_threshold,warehouse_location,lead_time_days
PRT-0077219,SUP-038,MCH-0049,Hydraulic Seal,18,2320.86,2024-05-27,59,WH-01,14
PRT-0077220,SUP-049,MCH-0178,Drive Belt,452,1043.13,2022-07-10,16,WH-02,14
PRT-0077221,SUP-042,MCH-0334,Proximity Sensor,448,2061.7,2024-01-30,17,WH-02,6
PRT-0077222,SUP-049,MCH-0317,Control Board,244,191.77,2023-10-07,67,WH-03,24
PRT-0077223,SUP-040,MCH-0006,Safety Relay,373,225.7,2024-03-24,39,WH-03,17
PRT-0077224,SUP-009,MCH-0500,Power Supply Unit,250,1857.02,2024-06-20,47,WH-02,35
PRT-0077225,SUP-004,MCH-0030,Bearing Assembly,272,359.81,2021-09-03,99,WH-04,22
PRT-0077226,SUP-038,MCH-0340,Safety Relay,238,971.3,2022-11-21,80,WH-03,35
PRT-0077227,SUP-023,MCH-0357,Proximity Sensor,402,2410.83,2023-05-18,20,WH-04,10
PRT-0077228,SUP-015,MCH-0255,Drive Belt,27,1870.33,2021-10-29,49,WH-03,24
PRT-0077229,SUP-023,MCH-0169,Encoder Disc,143,423.76,2021-11-29,67,WH-04,9
PRT-0077230,SUP-008,MCH-0003,Bearing Assembly,413,1371.23,2023-05-21,70,WH-02,10
PRT-0077231,SUP-013,MCH-0235,Bearing Assembly,394,1495.12,2022-06-12,52,WH-04,32
PRT-0077232,SUP-039,MCH-0192,Safety Relay,203,2385.41,2021-07-28,16,WH-03,20
PRT-0077233,SUP-004,MCH-0030,Servo Motor,426,2182.24,2024-11-15,46,WH-02,24
PRT-0077234,SUP-049,MCH-0040,Proximity Sensor,155,752.41,2023-07-24,79,WH-02,28
PRT-0077235,SUP-019,MCH-0088,Safety Relay,446,535.55,2024-04-11,26,WH-01,7
PRT-0077236,SUP-049,MCH-0478,Coolant Pump,260,1513.13,2022-06-12,36,WH-01,44
PRT-0077237,SUP-001,MCH-0392,Encoder Disc,371,1136.95,2024-10-13,49,WH-04,43
PRT-0077238,SUP-007,MCH-0443,Drive Belt,396,405.5,2022-10-30,53,WH-02,16
PRT-0077239,SUP-027,MCH-0488,Servo Motor,300,292.51,2021-11-08,87,WH-03,16
PRT-0077240,SUP-011,MCH-0013,Power Supply Unit,3,138.27,2021-05-02,19,WH-02,33
PRT-0077241,SUP-021,MCH-0228,Coolant Pump,379,318.91,2021-11-01,96,WH-04,14
PRT-0077242,SUP-001,MCH-0341,Control Board,145,192.68,2022-12-11,34,WH-03,16
PRT-0077243,SUP-039,MCH-0457,Power Supply Unit,66,530.35,2024-08-17,28,WH-03,14
PRT-0077244,SUP-038,MCH-0162,Proximity Sensor,212,1161.58,2023-03-04,78,WH-04,37
PRT-0077245,SUP-026,MCH-0048,Drive Belt,351,606.74,2024-03-18,15,WH-04,44
PRT-0077246,SUP-034,MCH-0233,Coolant Pump,337,299.35,2023-01-10,89,WH-01,12
PRT-0077247,SUP-018,MCH-0217,Servo Motor,307,405.87,2023-06-04,11,WH-04,40
PRT-0077248,SUP-035,MCH-0144,Encoder Disc,348,1808.63,2024-02-05,66,WH-04,8
PRT-0077249,SUP-033,MCH-0495,Bearing Assembly,342,1425.37,2021-07-07,80,WH-04,23
PRT-0077250,SUP-032,MCH-0007,Bearing Assembly,100,386.28,2022-05-09,42,WH-03,26
PRT-0077251,SUP-049,MCH-0106,Coolant Pump,293,1150.84,2024-03-22,82,WH-02,33
PRT-0077252,SUP-004,MCH-0076,Drive Belt,228,383.29,2021-12-04,19,WH-01,30
PRT-0077253,SUP-008,MCH-0499,Safety Relay,67,46.21,2023-12-27,54,WH-02,37
PRT-0077254,SUP-026,MCH-0047,Hydraulic Seal,221,2220.46,2021-07-07,14,WH-01,9
PRT-0077255,SUP-029,MCH-0221,Safety Relay,404,2021.28,2024-09-05,83,WH-02,38
PRT-0077256,SUP-025,MCH-0260,Control Board,41,1059.02,2021-09-20,44,WH-04,1
PRT-0077257,SUP-024,MCH-0419,Bearing Assembly,275,734.39,2023-12-27,44,WH-01,12
PRT-0077258,SUP-012,MCH-0484,Coolant Pump,484,20.38,2021-11-18,76,WH-02,22
PRT-0077259,SUP-040,MCH-0294,Drive Belt,340,14.88,2021-04-03,55,WH-04,36
PRT-0077260,SUP-008,MCH-0135,Drive Belt,324,1575.19,2022-01-24,28,WH-02,39
PRT-0077261,SUP-038,MCH-0309,Coolant Pump,226,1740.27,2023-10-01,32,WH-03,28
PRT-0077262,SUP-024,MCH-0210,Coolant Pump,461,2112.74,2023-05-05,42,WH-03,14
PRT-0077263,SUP-041,MCH-0264,Bearing Assembly,488,2090.47,2022-11-15,36,WH-03,3
PRT-0077264,SUP-036,MCH-0107,Servo Motor,174,151.98,2023-08-31,31,WH-04,33
PRT-0077265,SUP-025,MCH-0306,Encoder Disc,266,2020.16,2024-06-04,85,WH-02,11
PRT-0077266,SUP-013,MCH-0105,Control Board,309,131.45,2021-12-10,87,WH-03,2
PRT-0077267,SUP-045,MCH-0250,Encoder Disc,21,2472.12,2024-04-19,92,WH-03,32
PRT-0077268,SUP-011,MCH-0056,Bearing Assembly,177,1430.3,2021-10-15,21,WH-04,25
PRT-0077269,SUP-047,MCH-0284,Encoder Disc,323,2287.33,2024-04-23,93,WH-01,36
PRT-0077270,SUP-011,MCH-0072,Proximity Sensor,329,1797.87,2024-05-03,36,WH-03,21
PRT-0077271,SUP-013,MCH-0203,Control Board,145,2478.46,2021-03-27,98,WH-02,33
PRT-0077272,SUP-045,MCH-0107,Proximity Sensor,83,2284.29,2021-08-31,71,WH-03,41
PRT-0077273,SUP-030,MCH-0243,Hydraulic Seal,488,1093.2,2021-04-16,20,WH-01,40
PRT-0077274,SUP-010,MCH-0489,Control Board,292,1364.65,2022-04-05,78,WH-03,17
PRT-0077275,SUP-043,MCH-0346,Servo Motor,290,886.36,2023-07-03,91,WH-04,17
PRT-0077276,SUP-033,MCH-0084,Drive Belt,233,1310.55,2024-02-19,99,WH-04,7
PRT-0077277,SUP-049,MCH-0473,Power Supply Unit,146,1566.82,2024-06-12,18,WH-02,36
PRT-0077278,SUP-012,MCH-0069,Proximity Sensor,81,1116.67,2023-06-05,56,WH-04,10
PRT-0077279,SUP-036,MCH-0182,Control Board,301,518.3,2021-02-13,71,WH-01,34
PRT-0077280,SUP-032,MCH-0218,Coolant Pump,8,983.05,2022-06-12,37,WH-03,9
PRT-0077281,SUP-041,MCH-0359,Control Board,239,1530.0,2022-11-02,53,WH-01,31
PRT-0077282,SUP-021,MCH-0411,Control Board,437,2474.43,2021-09-05,14,WH-03,37
PRT-0077283,SUP-011,MCH-0033,Safety Relay,327,546.71,2021-05-14,17,WH-02,26
PRT-0077284,SUP-024,MCH-0179,Bearing Assembly,440,191.94,2021-11-21,18,WH-03,24
PRT-0077285,SUP-013,MCH-0218,Power Supply Unit,475,425.58,2024-04-15,69,WH-02,34
PRT-0077286,SUP-010,MCH-0404,Bearing Assembly,221,531.43,2024-02-21,96,WH-01,27
PRT-0077287,SUP-004,MCH-0146,Drive Belt,309,2081.43,2021-11-10,33,WH-01,8
PRT-0077288,SUP-034,MCH-0399,Hydraulic Seal,221,159.61,2024-09-02,41,WH-04,21
PRT-0077289,SUP-025,MCH-0034,Encoder Disc,369,2323.36,2021-08-09,70,WH-01,43
PRT-0077290,SUP-040,MCH-0195,Drive Belt,28,149.43,2021-05-19,10,WH-03,41
PRT-0077291,SUP-030,MCH-0029,Proximity Sensor,123,1433.1,2021-05-13,61,WH-01,41
PRT-0077292,SUP-040,MCH-0271,Proximity Sensor,148,856.36,2022-10-13,52,WH-03,25
PRT-0077293,SUP-007,MCH-0113,Encoder Disc,67,367.11,2024-10-24,54,WH-01,5
PRT-0077294,SUP-023,MCH-0481,Hydraulic Seal,79,385.12,2021-08-04,13,WH-03,13
PRT-0077295,SUP-024,MCH-0177,Control Board,466,1802.99,2023-02-24,96,WH-01,30
PRT-0077296,SUP-014,MCH-0058,Proximity Sensor,441,1867.6,2023-07-28,29,WH-04,6
PRT-0077297,SUP-016,MCH-0137,Power Supply Unit,362,209.38,2022-05-29,86,WH-04,2
PRT-0077298,SUP-003,MCH-0322,Drive Belt,223,181.61,2022-10-26,61,WH-01,1
PRT-0077299,SUP-024,MCH-0477,Servo Motor,302,765.07,2022-08-29,28,WH-01,31
PRT-0077300,SUP-047,MCH-0094,Hydraulic Seal,4,720.02,2024-04-20,75,WH-04,23
PRT-0077301,SUP-014,MCH-0075,Servo Motor,215,1921.51,2023-06-19,44,WH-03,13
PRT-0077302,SUP-033,MCH-0272,Hydraulic Seal,388,1967.21,2023-09-21,51,WH-04,4
PRT-0077303,SUP-016,MCH-0060,Drive Belt,292,1535.68,2021-08-09,53,WH-04,26
PRT-0077304,SUP-006,MCH-0463,Hydraulic Seal,392,1062.15,2022-03-14,81,WH-01,18
PRT-0077305,SUP-002,MCH-0074,Control Board,454,1425.56,2024-04-11,15,WH-03,10
PRT-0077306,SUP-006,MCH-0183,Proximity Sensor,113,2459.87,2023-07-30,12,WH-02,24
PRT-0077307,SUP-002,MCH-0370,Coolant Pump,442,1281.46,2023-01-31,33,WH-02,15
PRT-0077308,SUP-002,MCH-0217,Bearing Assembly,312,1860.35,2022-09-15,32,WH-04,20
PRT-0077309,SUP-024,MCH-0248,Hydraulic Seal,287,275.81,2024-07-24,12,WH-01,30
PRT-0077310,SUP-031,MCH-0104,Safety Relay,219,2494.34,2022-12-08,23,WH-03,19
PRT-0077311,SUP-003,MCH-0367,Hydraulic Seal,372,1867.3,2021-03-15,60,WH-01,24
PRT-0077312,SUP-015,MCH-0311,Power Supply Unit,351,965.5,2024-12-15,80,WH-01,25
PRT-0077313,SUP-029,MCH-0171,Safety Relay,405,93.98,2022-01-21,84,WH-03,9
PRT-0077314,SUP-025,MCH-0226,Bearing Assembly,180,314.17,2024-07-10,26,WH-04,10
PRT-0077315,SUP-031,MCH-0127,Coolant Pump,454,537.53,2022-01-14,49,WH-04,6
PRT-0077316,SUP-026,MCH-0294,Coolant Pump,112,1738.49,2022-09-18,27,WH-04,10
PRT-0077317,SUP-041,MCH-0130,Power Supply Unit,104,577.19,2022-12-09,34,WH-01,25
PRT-0077318,SUP-002,MCH-0114,Servo Motor,221,1269.67,2024-07-05,68,WH-03,28
PRT-0077319,SUP-034,MCH-0185,Control Board,280,665.41,2024-11-15,48,WH-02,18
PRT-0077320,SUP-025,MCH-0059,Coolant Pump,383,1278.13,2022-06-13,14,WH-02,34
PRT-0077321,SUP-020,MCH-0336,Drive Belt,320,1339.32,2023-01-29,97,WH-04,44
PRT-0077322,SUP-038,MCH-0300,Proximity Sensor,121,1204.13,2022-02-12,54,WH-04,18
PRT-0077323,SUP-045,MCH-0193,Power Supply Unit,444,919.21,2024-09-04,81,WH-01,32
PRT-0077324,SUP-042,MCH-0124,Drive Belt,351,252.34,2022-07-22,54,WH-02,20
PRT-0077325,SUP-016,MCH-0136,Coolant Pump,311,402.8,2022-03-02,27,WH-02,20
PRT-0077326,SUP-035,MCH-0396,Control Board,414,949.7,2024-01-19,84,WH-01,9
PRT-0077327,SUP-041,MCH-0425,Hydraulic Seal,232,585.37,2023-01-07,58,WH-02,43
PRT-0077328,SUP-043,MCH-0395,Power Supply Unit,369,2046.29,2024-08-03,78,WH-02,42
PRT-0077329,SUP-001,MCH-0261,Power Supply Unit,473,2238.67,2021-11-07,52,WH-02,31
PRT-0077330,SUP-036,MCH-0381,Bearing Assembly,392,322.26,2023-03-17,52,WH-01,44
PRT-0077331,SUP-022,MCH-0229,Hydraulic Seal,412,45.49,2022-03-31,38,WH-01,5
PRT-0077332,SUP-023,MCH-0191,Hydraulic Seal,297,548.2,2021-02-09,10,WH-03,43
PRT-0077333,SUP-027,MCH-0342,Hydraulic Seal,107,288.37,2021-04-23,13,WH-02,25
PRT-0077334,SUP-045,MCH-0225,Power Supply Unit,454,528.36,2024-12-12,98,WH-02,38
PRT-0077335,SUP-036,MCH-0351,Bearing Assembly,238,2129.83,2023-03-11,55,WH-02,14
PRT-0077336,SUP-040,MCH-0031,Bearing Assembly,43,22.84,2024-05-11,54,WH-01,18
PRT-0077337,SUP-049,MCH-0179,Encoder Disc,480,1986.15,2024-01-07,39,WH-02,36
PRT-0077338,SUP-047,MCH-0027,Power Supply Unit,317,1748.01,2021-05-14,54,WH-02,40
PRT-0077339,SUP-049,MCH-0002,Proximity Sensor,312,979.69,2022-03-14,65,WH-03,4
PRT-0077340,SUP-015,MCH-0231,Safety Relay,148,32.08,2021-09-12,45,WH-04,32
PRT-0077341,SUP-014,MCH-0012,Bearing Assembly,461,2458.94,2021-04-16,84,WH-01,31
PRT-0077342,SUP-019,MCH-0311,Safety Relay,395,755.15,2024-03-02,15,WH-03,32
PRT-0077343,SUP-016,MCH-0028,Proximity Sensor,462,2320.81,2024-10-12,97,WH-03,43
PRT-0077344,SUP-028,MCH-0296,Power Supply Unit,58,973.43,2024-11-03,67,WH-03,22
PRT-0077345,SUP-026,MCH-0140,Bearing Assembly,301,635.45,2022-02-23,23,WH-04,39
PRT-0077346,SUP-038,MCH-0379,Proximity Sensor,222,2392.31,2021-06-20,85,WH-02,42
PRT-0077347,SUP-029,MCH-0393,Control Board,224,2227.29,2023-11-20,22,WH-01,15
PRT-0077348,SUP-022,MCH-0147,Servo Motor,188,547.66,2021-06-02,92,WH-01,27
PRT-0077349,SUP-006,MCH-0200,Servo Motor,384,62.87,2022-01-03,34,WH-04,35
PRT-0077350,SUP-020,MCH-0210,Power Supply Unit,330,1662.13,2021-03-29,60,WH-01,40
PRT-0077351,SUP-048,MCH-0095,Hydraulic Seal,432,1435.64,2024-05-18,32,WH-03,38
PRT-0077352,SUP-026,MCH-0482,Power Supply Unit,136,2161.78,2023-06-20,44,WH-04,26
PRT-0077353,SUP-033,MCH-0364,Hydraulic Seal,99,2463.38,2022-01-20,13,WH-02,39
PRT-0077354,SUP-031,MCH-0356,Safety Relay,190,2101.24,2023-09-24,28,WH-03,42
PRT-0077355,SUP-029,MCH-0088,Safety Relay,239,539.53,2022-06-24,89,WH-03,40
PRT-0077356,SUP-012,MCH-0348,Coolant Pump,468,606.2,2024-07-30,85,WH-02,35
PRT-0077357,SUP-004,MCH-0292,Hydraulic Seal,298,2018.19,2023-03-06,57,WH-04,38
PRT-0077358,SUP-030,MCH-0116,Hydraulic Seal,344,1495.8,2024-01-06,27,WH-02,3
PRT-0077359,SUP-046,MCH-0267,Bearing Assembly,153,618.8,2023-08-24,41,WH-03,35
PRT-0077360,SUP-044,MCH-0040,Safety Relay,25,660.57,2022-07-20,76,WH-03,29
PRT-0077361,SUP-023,MCH-0008,Safety Relay,6,2449.15,2023-10-30,29,WH-01,2
PRT-0077362,SUP-020,MCH-0472,Drive Belt,71,1509.69,2023-06-23,67,WH-03,17
PRT-0077363,SUP-014,MCH-0414,Drive Belt,433,1988.49,2022-07-01,52,WH-01,13
PRT-0077364,SUP-048,MCH-0024,Safety Relay,495,906.84,2024-05-26,39,WH-01,6
PRT-0077365,SUP-044,MCH-0259,Servo Motor,198,1837.88,2021-12-01,12,WH-02,7
PRT-0077366,SUP-018,MCH-0145,Bearing Assembly,172,651.91,2024-06-28,61,WH-03,40
PRT-0077367,SUP-045,MCH-0047,Safety Relay,308,247.26,2023-10-06,68,WH-02,40
PRT-0077368,SUP-016,MCH-0455,Power Supply Unit,10,1706.6,2021-09-28,95,WH-03,18
PRT-0077369,SUP-033,MCH-0203,Control Board,433,245.9,2022-01-13,32,WH-02,8
PRT-0077370,SUP-005,MCH-0497,Encoder Disc,174,138.18,2021-11-05,19,WH-04,11
PRT-0077371,SUP-010,MCH-0286,Encoder Disc,26,1985.69,2021-12-28,23,WH-02,32
PRT-0077372,SUP-009,MCH-0018,Hydraulic Seal,464,452.85,2022-08-26,91,WH-02,4
PRT-0077373,SUP-015,MCH-0283,Drive Belt,203,2099.09,2021-12-10,30,WH-04,4
PRT-0077374,SUP-049,MCH-0394,Bearing Assembly,193,913.92,2024-11-16,11,WH-01,16
PRT-0077375,SUP-032,MCH-0442,Encoder Disc,453,1433.15,2023-10-10,66,WH-01,44
PRT-0077376,SUP-008,MCH-0372,Servo Motor,434,48.12,2022-05-25,20,WH-04,22
PRT-0077377,SUP-031,MCH-0061,Drive Belt,156,1276.98,2024-05-11,97,WH-04,40
PRT-0077378,SUP-040,MCH-0118,Power Supply Unit,169,1205.54,2023-12-14,51,WH-03,12
PRT-0077379,SUP-017,MCH-0488,Servo Motor,247,2281.49,2023-09-25,53,WH-03,27
PRT-0077380,SUP-024,MCH-0286,Servo Motor,447,1565.52,2021-09-11,66,WH-02,11
PRT-0077381,SUP-014,MCH-0089,Drive Belt,428,325.03,2024-11-05,18,WH-02,8
PRT-0077382,SUP-007,MCH-0078,Power Supply Unit,232,1364.21,2024-08-08,67,WH-02,19
PRT-0077383,SUP-047,MCH-0462,Hydraulic Seal,66,2155.63,2023-05-16,85,WH-01,40
PRT-0077384,SUP-031,MCH-0108,Safety Relay,160,95.53,2021-03-27,67,WH-01,39
PRT-0077385,SUP-008,MCH-0375,Control Board,406,462.15,2024-03-28,76,WH-02,16
PRT-0077386,SUP-013,MCH-0344,Hydraulic Seal,234,199.54,2021-09-22,94,WH-01,36
PRT-0077387,SUP-034,MCH-0376,Power Supply Unit,459,1828.53,2024-11-27,62,WH-02,33
PRT-0077388,SUP-005,MCH-0020,Bearing Assembly,433,585.14,2024-06-13,47,WH-01,24
PRT-0077389,SUP-007,MCH-0169,Bearing Assembly,354,516.47,2024-08-08,88,WH-03,33
PRT-0077390,SUP-001,MCH-0135,Encoder Disc,175,1189.54,2023-07-03,63,WH-03,39
PRT-0077391,SUP-005,MCH-0129,Servo Motor,38,1605.2,2024-07-21,96,WH-04,30
PRT-0077392,SUP-028,MCH-0445,Drive Belt,122,575.2,2022-10-17,59,WH-01,31
PRT-0077393,SUP-028,MCH-0178,Safety Relay,364,2048.99,2024-12-27,83,WH-04,16
PRT-0077394,SUP-020,MCH-0209,Control Board,248,1170.71,2021-01-16,61,WH-03,4
PRT-0077395,SUP-046,MCH-0390,Bearing Assembly,16,1235.57,2021-02-17,48,WH-03,8
PRT-0077396,SUP-021,MCH-0308,Hydraulic Seal,367,552.46,2021-02-12,30,WH-01,22
PRT-0077397,SUP-047,MCH-0453,Proximity Sensor,65,1731.12,2023-08-20,14,WH-03,37
PRT-0077398,SUP-024,MCH-0428,Proximity Sensor,465,2364.47,2022-12-11,88,WH-02,36
PRT-0077399,SUP-045,MCH-0166,Safety Relay,302,1193.78,2022-05-27,42,WH-04,40
PRT-0077400,SUP-022,MCH-0114,Power Supply Unit,158,1808.89,2024-07-11,98,WH-01,37
PRT-0077401,SUP-048,MCH-0456,Drive Belt,489,2214.75,2023-08-07,70,WH-02,35
PRT-0077402,SUP-017,MCH-0118,Bearing Assembly,152,2427.71,2024-10-26,34,WH-01,23
PRT-0077403,SUP-007,MCH-0438,Servo Motor,427,787.73,2024-09-28,39,WH-04,30
PRT-0077404,SUP-010,MCH-0042,Bearing Assembly,383,762.04,2021-09-17,75,WH-04,18
PRT-0077405,SUP-037,MCH-0079,Drive Belt,173,2005.7,2023-05-05,90,WH-01,3
PRT-0077406,SUP-040,MCH-0353,Proximity Sensor,53,13.35,2024-04-10,21,WH-02,33
PRT-0077407,SUP-045,MCH-0396,Bearing Assembly,190,1913.57,2023-05-22,51,WH-03,1
PRT-0077408,SUP-013,MCH-0001,Safety Relay,187,966.75,2023-03-08,41,WH-03,28
PRT-0077409,SUP-027,MCH-0032,Hydraulic Seal,482,796.73,2021-12-21,50,WH-02,24
PRT-0077410,SUP-042,MCH-0135,Encoder Disc,149,1102.96,2023-06-22,25,WH-03,35
PRT-0077411,SUP-026,MCH-0456,Drive Belt,266,1521.27,2021-10-30,35,WH-03,44
PRT-0077412,SUP-032,MCH-0299,Encoder Disc,69,2035.86,2024-03-26,71,WH-01,25
PRT-0077413,SUP-045,MCH-0005,Bearing Assembly,12,1366.22,2022-02-24,81,WH-03,6
PRT-0077414,SUP-003,MCH-0193,Encoder Disc,420,2284.94,2022-07-05,25,WH-04,26
PRT-0077415,SUP-040,MCH-0232,Drive Belt,328,580.19,2024-09-11,16,WH-01,20
PRT-0077416,SUP-039,MCH-0122,Hydraulic Seal,158,1688.54,2022-12-24,18,WH-01,30
PRT-0077417,SUP-029,MCH-0480,Power Supply Unit,408,22.32,2023-07-16,14,WH-01,16
PRT-0077418,SUP-010,MCH-0226,Bearing Assembly,465,675.89,2024-09-05,82,WH-02,27
PRT-0077419,SUP-026,MCH-0083,Coolant Pump,360,484.42,2024-10-15,31,WH-04,37
PRT-0077420,SUP-017,MCH-0489,Hydraulic Seal,140,1858.38,2024-07-12,29,WH-02,22
PRT-0077421,SUP-014,MCH-0178,Hydraulic Seal,461,781.67,2024-10-25,29,WH-02,3
PRT-0077422,SUP-036,MCH-0029,Servo Motor,295,1395.57,2021-04-17,38,WH-03,44
PRT-0077423,SUP-003,MCH-0250,Proximity Sensor,244,736.27,2023-07-30,70,WH-04,41
PRT-0077424,SUP-023,MCH-0093,Control Board,264,718.75,2023-10-08,22,WH-04,33
PRT-0077425,SUP-040,MCH-0093,Power Supply Unit,242,496.91,2023-12-27,99,WH-03,29
PRT-0077426,SUP-033,MCH-0184,Drive Belt,150,2153.59,2023-06-13,56,WH-02,40
PRT-0077427,SUP-011,MCH-0338,Servo Motor,460,1685.9,2021-12-04,97,WH-03,21
PRT-0077428,SUP-002,MCH-0437,Bearing Assembly,271,1485.54,2023-10-10,64,WH-03,17
PRT-0077429,SUP-030,MCH-0110,Encoder Disc,378,28.05,2022-09-24,83,WH-01,5
PRT-0077430,SUP-039,MCH-0083,Proximity Sensor,81,558.72,2023-02-06,50,WH-04,22
PRT-0077431,SUP-030,MCH-0288,Bearing Assembly,69,662.41,2021-11-27,87,WH-03,43
PRT-0077432,SUP-022,MCH-0230,Safety Relay,69,1690.39,2022-02-10,51,WH-02,7
PRT-0077433,SUP-003,MCH-0448,Proximity Sensor,344,2371.64,2021-02-22,26,WH-04,40
PRT-0077434,SUP-045,MCH-0275,Control Board,82,2149.09,2024-11-02,69,WH-02,32
PRT-0077435,SUP-006,MCH-0071,Servo Motor,451,1688.25,2024-05-12,96,WH-03,20
PRT-0077436,SUP-019,MCH-0255,Bearing Assembly,125,1014.63,2021-10-13,19,WH-02,5
PRT-0077437,SUP-044,MCH-0060,Coolant Pump,403,2007.72,2023-06-27,60,WH-02,15
PRT-0077438,SUP-017,MCH-0417,Proximity Sensor,131,1720.92,2024-08-19,88,WH-02,14
PRT-0077439,SUP-043,MCH-0230,Safety Relay,233,2415.36,2023-06-12,51,WH-01,32
PRT-0077440,SUP-037,MCH-0440,Bearing Assembly,396,1985.34,2024-09-30,32,WH-01,9
PRT-0077441,SUP-050,MCH-0296,Servo Motor,499,605.35,2023-06-17,94,WH-03,35
PRT-0077442,SUP-043,MCH-0166,Power Supply Unit,64,54.27,2021-10-23,78,WH-01,39
PRT-0077443,SUP-039,MCH-0141,Hydraulic Seal,411,455.91,2021-05-26,53,WH-04,28
PRT-0077444,SUP-035,MCH-0082,Bearing Assembly,403,1757.96,2022-05-07,52,WH-04,42
PRT-0077445,SUP-001,MCH-0104,Safety Relay,293,761.67,2021-12-30,71,WH-04,23
PRT-0077446,SUP-024,MCH-0169,Safety Relay,18,967.96,2024-10-02,10,WH-04,23
PRT-0077447,SUP-046,MCH-0125,Bearing Assembly,148,478.64,2021-03-08,99,WH-03,44
PRT-0077448,SUP-050,MCH-0291,Bearing Assembly,270,1567.34,2022-09-10,42,WH-01,42
PRT-0077449,SUP-019,MCH-0096,Servo Motor,459,386.84,2023-03-15,30,WH-03,41
PRT-0077450,SUP-004,MCH-0290,Drive Belt,209,1821.97,2022-11-11,22,WH-02,13
PRT-0077451,SUP-028,MCH-0053,Power Supply Unit,247,905.17,2023-10-04,36,WH-04,23
PRT-0077452,SUP-034,MCH-0032,Control Board,459,940.81,2023-01-07,56,WH-01,12
PRT-0077453,SUP-005,MCH-0270,Safety Relay,94,2250.07,2021-05-30,62,WH-04,19
PRT-0077454,SUP-004,MCH-0217,Proximity Sensor,451,743.67,2023-03-30,92,WH-02,12
PRT-0077455,SUP-041,MCH-0205,Coolant Pump,296,1384.36,2023-12-29,84,WH-01,3
PRT-0077456,SUP-035,MCH-0072,Bearing Assembly,407,1706.13,2021-09-28,21,WH-02,17
PRT-0077457,SUP-026,MCH-0329,Hydraulic Seal,410,1203.88,2023-04-14,86,WH-04,20
PRT-0077458,SUP-015,MCH-0061,Bearing Assembly,423,443.75,2023-10-30,18,WH-03,6
PRT-0077459,SUP-037,MCH-0441,Proximity Sensor,424,1083.15,2023-01-19,41,WH-04,2
PRT-0077460,SUP-036,MCH-0056,Servo Motor,167,410.29,2023-10-06,81,WH-04,26
PRT-0077461,SUP-030,MCH-0221,Power Supply Unit,101,800.64,2021-12-16,95,WH-04,17
PRT-0077462,SUP-014,MCH-0431,Drive Belt,453,1752.29,2022-01-16,48,WH-03,39
PRT-0077463,SUP-005,MCH-0098,Safety Relay,54,1604.53,2021-01-19,12,WH-01,18
PRT-0077464,SUP-017,MCH-0401,Coolant Pump,280,1221.7,2023-04-04,56,WH-03,15
PRT-0077465,SUP-044,MCH-0133,Drive Belt,435,923.35,2022-09-01,27,WH-03,41
PRT-0077466,SUP-037,MCH-0458,Safety Relay,491,137.87,2024-05-19,52,WH-01,28
PRT-0077467,SUP-049,MCH-0196,Servo Motor,76,1963.61,2023-05-15,42,WH-01,24
PRT-0077468,SUP-043,MCH-0246,Power Supply Unit,30,863.53,2022-09-10,47,WH-01,31
PRT-0077469,SUP-002,MCH-0500,Drive Belt,292,538.9,2021-02-16,17,WH-02,5
PRT-0077470,SUP-018,MCH-0223,Drive Belt,257,2355.87,2023-12-08,89,WH-01,7
PRT-0077471,SUP-013,MCH-0468,Safety Relay,354,979.91,2024-11-30,19,WH-03,3
PRT-0077472,SUP-028,MCH-0475,Control Board,336,1090.13,2022-10-09,77,WH-03,4
PRT-0077473,SUP-025,MCH-0327,Hydraulic Seal,377,895.27,2021-04-23,33,WH-04,14
PRT-0077474,SUP-040,MCH-0141,Encoder Disc,456,904.4,2023-08-30,36,WH-01,32
PRT-0077475,SUP-004,MCH-0355,Drive Belt,94,876.39,2021-04-22,90,WH-01,35
PRT-0077476,SUP-016,MCH-0435,Hydraulic Seal,388,1824.54,2024-07-30,67,WH-02,28
PRT-0077477,SUP-016,MCH-0334,Hydraulic Seal,271,1806.76,2021-02-27,32,WH-04,32
PRT-0077478,SUP-036,MCH-0450,Coolant Pump,82,359.81,2022-07-01,39,WH-04,21
PRT-0077479,SUP-032,MCH-0176,Coolant Pump,368,376.66,2022-06-13,18,WH-01,7
PRT-0077480,SUP-016,MCH-0026,Servo Motor,47,2323.84,2021-03-27,26,WH-02,19
PRT-0077481,SUP-015,MCH-0368,Safety Relay,317,88.71,2023-12-01,68,WH-02,38
PRT-0077482,SUP-017,MCH-0171,Encoder Disc,185,2242.03,2022-10-20,40,WH-03,9
PRT-0077483,SUP-006,MCH-0185,Proximity Sensor,311,2091.24,2023-04-19,95,WH-01,4
PRT-0077484,SUP-048,MCH-0211,Safety Relay,20,2489.79,2022-04-20,59,WH-04,39
PRT-0077485,SUP-022,MCH-0345,Hydraulic Seal,98,929.89,2021-02-20,99,WH-04,36
PRT-0077486,SUP-044,MCH-0081,Power Supply Unit,135,1778.79,2022-10-21,89,WH-03,3
PRT-0077487,SUP-039,MCH-0317,Bearing Assembly,195,342.16,2022-04-19,73,WH-01,39
PRT-0077488,SUP-029,MCH-0387,Safety Relay,458,2173.12,2023-03-15,19,WH-01,24
