defect_id,batch_id,part_id,defect_type,severity,detected_at,detection_method,rework_required,scrap_cost_usd,root_cause
DEF-0076100,BCH-0018494,PRT-0026475,Surface Crack,Critical,2022-11-09 14:42:40,CMM,False,35.19,Machine Wear
DEF-0076101,BCH-0029365,PRT-0044632,Surface Crack,Minor,2024-01-27 05:31:16,Automated Vision,False,93.68,Machine Wear
DEF-0076102,BCH-0064501,PRT-0013945,Assembly Fault,Minor,2024-02-26 00:13:12,Ultrasonic,True,70.58,Machine Wear
DEF-0076103,BCH-0069432,PRT-0014164,Weld Failure,Minor,2022-03-23 07:09:02,Ultrasonic,False,24.27,Operator Error
DEF-0076104,BCH-0035109,PRT-0010299,Surface Crack,Minor,2023-04-08 15:02:28,X-Ray,True,110.77,Supplier Material
DEF-0076105,BCH-0077454,PRT-0036927,Assembly Fault,Minor,2023-07-25 16:39:34,Visual Inspection,True,176.64,Supplier Material
DEF-0076106,BCH-0039447,PRT-0082093,Weld Failure,Minor,2023-02-24 00:48:30,CMM,False,45.89,Process Drift
DEF-0076107,BCH-0098520,PRT-0003735,Material Defect,Major,2024-03-29 01:28:06,Visual Inspection,True,199.99,Supplier Material
DEF-0076108,BCH-0017438,PRT-0054068,Weld Failure,Minor,2023-11-03 00:51:10,Ultrasonic,False,18.39,Machine Wear
DEF-0076109,BCH-0082065,PRT-0082453,Surface Crack,Minor,2023-02-26 19:05:50,Visual Inspection,True,25.42,Supplier Material
DEF-0076110,BCH-0065557,PRT-0052551,Material Defect,Major,2023-01-16 16:44:50,CMM,False,274.95,Environmental
DEF-0076111,BCH-0009052,PRT-0080790,Assembly Fault,Minor,2023-06-03 04:00:29,Ultrasonic,True,78.32,Machine Wear
DEF-0076112,BCH-0020857,PRT-0051052,Dimensional Error,Major,2022-11-10 00:44:49,Automated Vision,True,48.52,Process Drift
DEF-0076113,BCH-0085148,PRT-0024127,Dimensional Error,Major,2022-01-03 14:40:52,X-Ray,True,55.12,Process Drift
DEF-0076114,BCH-0076443,PRT-0059775,Surface Crack,Minor,2023-10-12 08:22:18,Visual Inspection,False,129.73,Environmental
DEF-0076115,BCH-0060645,PRT-0041812,Surface Crack,Major,2022-08-20 21:27:13,Ultrasonic,True,100.14,Environmental
DEF-0076116,BCH-0066489,PRT-0007118,Material Defect,Minor,2023-05-19 07:12:42,Visual Inspection,True,109.1,Machine Wear
DEF-0076117,BCH-0061848,PRT-0017493,Calibration Drift,Minor,2024-07-06 07:34:32,X-Ray,False,25.11,Machine Wear
DEF-0076118,BCH-0070903,PRT-0001526,Assembly Fault,Critical,2022-12-04 18:43:36,X-Ray,True,130.42,Machine Wear
DEF-0076119,BCH-0073047,PRT-0096348,Surface Crack,Minor,2023-10-13 02:26:31,CMM,False,30.93,Machine Wear
DEF-0076120,BCH-0075237,PRT-0069287,Dimensional Error,Minor,2023-09-29 06:31:59,CMM,False,247.67,Operator Error
DEF-0076121,BCH-0045541,PRT-0048970,Dimensional Error,Minor,2022-03-03 19:36:19,Ultrasonic,False,40.7,Supplier Material
DEF-0076122,BCH-0079842,PRT-0069503,Weld Failure,Major,2024-11-11 13:29:14,X-Ray,True,293.88,Operator Error
DEF-0076123,BCH-0024948,PRT-0060880,Surface Crack,Minor,2022-06-08 08:54:23,Automated Vision,False,65.84,Supplier Material
DEF-0076124,BCH-0019199,PRT-0069529,Material Defect,Major,2023-04-24 08:40:12,Visual Inspection,False,102.55,Operator Error
DEF-0076125,BCH-0098323,PRT-0003099,Calibration Drift,Major,2024-05-27 10:30:54,Automated Vision,False,268.43,Process Drift
DEF-0076126,BCH-0018628,PRT-0082690,Material Defect,Major,2023-08-01 02:49:39,Automated Vision,False,233.79,Supplier Material
DEF-0076127,BCH-0020420,PRT-0008300,Weld Failure,Major,2024-08-04 08:00:16,Visual Inspection,False,117.35,Supplier Material
DEF-0076128,BCH-0039934,PRT-0093136,Assembly Fault,Critical,2022-08-26 17:49:00,CMM,False,58.5,Operator Error
DEF-0076129,BCH-0077265,PRT-0073064,Surface Crack,Critical,2024-08-10 01:07:57,Automated Vision,True,8.22,Supplier Material
DEF-0076130,BCH-0096952,PRT-0014243,Material Defect,Minor,2023-10-25 23:13:20,Automated Vision,True,42.39,Process Drift
DEF-0076131,BCH-0024964,PRT-0087441,Weld Failure,Minor,2024-11-21 08:37:16,Visual Inspection,False,138.74,Supplier Material
DEF-0076132,BCH-0037695,PRT-0043387,Dimensional Error,Minor,2023-10-18 15:08:56,Ultrasonic,False,88.6,Environmental
DEF-0076133,BCH-0019599,PRT-0071552,Assembly Fault,Critical,2022-01-19 08:20:10,Automated Vision,False,50.59,Environmental
DEF-0076134,BCH-0034463,PRT-0078309,Dimensional Error,Major,2024-10-19 18:42:58,X-Ray,True,180.44,Machine Wear
DEF-0076135,BCH-0081981,PRT-0001882,Surface Crack,Critical,2023-12-20 05:23:23,Automated Vision,True,46.53,Machine Wear
DEF-0076136,BCH-0059502,PRT-0063772,Dimensional Error,Minor,2024-11-17 19:34:47,CMM,False,108.89,Supplier Material
DEF-0076137,BCH-0017493,PRT-0022169,Assembly Fault,Major,2022-12-20 05:09:54,Ultrasonic,True,137.68,Process Drift
DEF-0076138,BCH-0029341,PRT-0038361,Surface Crack,Minor,2023-02-13 18:01:47,X-Ray,True,42.04,Supplier Material
DEF-0076139,BCH-0003317,PRT-0011594,Material Defect,Minor,2022-05-29 07:47:47,Visual Inspection,False,92.28,Process Drift
DEF-0076140,BCH-0036904,PRT-0061042,Assembly Fault,Major,2024-09-27 21:32:47,Ultrasonic,True,12.95,Supplier Material
DEF-0076141,BCH-0034146,PRT-0017898,Surface Crack,Major,2023-10-26 15:42:35,Automated Vision,False,14.75,Environmental
DEF-0076142,BCH-0078625,PRT-0043799,Weld Failure,Major,2023-10-29 00:28:01,Visual Inspection,True,282.64,Process Drift
DEF-0076143,BCH-0050991,PRT-0044266,Weld Failure,Major,2022-11-02 17:01:46,Automated Vision,False,297.88,Machine Wear
DEF-0076144,BCH-0099168,PRT-0043750,Surface Crack,Minor,2024-08-17 22:14:36,X-Ray,True,133.26,Machine Wear
DEF-0076145,BCH-0036222,PRT-0089201,Weld Failure,Minor,2024-07-30 22:33:03,CMM,True,37.17,Operator Error
DEF-0076146,BCH-0011888,PRT-0065342,Assembly Fault,Minor,2024-01-11 16:57:28,Ultrasonic,True,118.3,Machine Wear
DEF-0076147,BCH-0097507,PRT-0044172,Assembly Fault,Minor,2023-11-04 07:11:57,Automated Vision,True,138.57,Supplier Material
DEF-0076148,BCH-0077793,PRT-0027090,Material Defect,Major,2023-05-26 00:58:06,CMM,True,34.71,Operator Error
DEF-0076149,BCH-0018792,PRT-0073221,Assembly Fault,Major,2022-02-22 17:26:26,CMM,False,174.08,Supplier Material
DEF-0076150,BCH-0058872,PRT-0045127,Surface Crack,Minor,2023-07-16 08:18:18,Visual Inspection,True,216.71,Machine Wear
DEF-0076151,BCH-0000662,PRT-0037294,Assembly Fault,Minor,2024-02-10 06:21:45,X-Ray,False,82.09,Machine Wear
DEF-0076152,BCH-0078332,PRT-0073915,Weld Failure,Critical,2024-07-24 08:11:33,Ultrasonic,False,199.85,Supplier Material
DEF-0076153,BCH-0030230,PRT-0060542,Dimensional Error,Minor,2022-07-27 09:10:44,Visual Inspection,True,5.33,Machine Wear
DEF-0076154,BCH-0029243,PRT-0031172,Dimensional Error,Major,2023-02-07 19:04:16,Visual Inspection,False,61.5,Machine Wear
DEF-0076155,BCH-0097888,PRT-0067134,Surface Crack,Minor,2023-11-27 15:52:17,CMM,True,537.02,Supplier Material
DEF-0076156,BCH-0090418,PRT-0098293,Dimensional Error,Minor,2022-11-18 22:56:47,CMM,False,82.38,Supplier Material
DEF-0076157,BCH-0079843,PRT-0028542,Dimensional Error,Minor,2023-02-03 01:26:45,Ultrasonic,True,175.88,Operator Error
DEF-0076158,BCH-0018482,PRT-0095740,Surface Crack,Minor,2023-06-18 11:58:57,CMM,True,224.55,Machine Wear
DEF-0076159,BCH-0004598,PRT-0057168,Assembly Fault,Major,2024-04-04 09:06:56,X-Ray,True,57.13,Supplier Material
DEF-0076160,BCH-0053597,PRT-0075849,Calibration Drift,Minor,2023-01-25 00:25:54,CMM,False,20.0,Supplier Material
DEF-0076161,BCH-0051698,PRT-0075686,Assembly Fault,Minor,2023-05-26 10:20:59,Automated Vision,True,64.37,Environmental
DEF-0076162,BCH-0070929,PRT-0097152,Weld Failure,Minor,2023-06-20 06:22:04,X-Ray,False,31.93,Process Drift
DEF-0076163,BCH-0024869,PRT-0048869,Assembly Fault,Major,2024-10-13 02:14:38,Automated Vision,False,12.76,Machine Wear
DEF-0076164,BCH-0057243,PRT-0029243,Material Defect,Critical,2022-01-15 04:08:40,Automated Vision,False,29.09,Operator Error
DEF-0076165,BCH-0031382,PRT-0059018,Surface Crack,Critical,2022-08-26 01:02:12,CMM,False,90.61,Supplier Material
DEF-0076166,BCH-0033877,PRT-0077994,Surface Crack,Minor,2024-09-05 22:58:26,X-Ray,True,146.03,Environmental
DEF-0076167,BCH-0040679,PRT-0007122,Assembly Fault,Minor,2024-07-09 02:52:08,Ultrasonic,False,41.15,Machine Wear
DEF-0076168,BCH-0072304,PRT-0057170,Weld Failure,Minor,2024-12-23 19:01:50,Ultrasonic,False,32.91,Environmental
DEF-0076169,BCH-0085220,PRT-0034996,Surface Crack,Minor,2024-01-20 15:44:33,Ultrasonic,False,41.71,Machine Wear
DEF-0076170,BCH-0006230,PRT-0009247,Material Defect,Minor,2023-10-16 09:57:38,CMM,False,42.43,Supplier Material
DEF-0076171,BCH-0056583,PRT-0073690,Calibration Drift,Minor,2022-06-24 19:34:41,Automated Vision,False,54.24,Environmental
DEF-0076172,BCH-0024547,PRT-0046142,Dimensional Error,Minor,2023-05-12 22:15:13,Automated Vision,True,448.19,Machine Wear
DEF-0076173,BCH-0035883,PRT-0038925,Surface Crack,Major,2023-12-30 07:57:17,Automated Vision,False,47.73,Supplier Material
DEF-0076174,BCH-0040345,PRT-0057959,Assembly Fault,Minor,2023-08-26 02:40:13,Automated Vision,True,60.27,Machine Wear
DEF-0076175,BCH-0019755,PRT-0011571,Material Defect,Critical,2024-01-14 22:01:47,CMM,False,393.88,Machine Wear
DEF-0076176,BCH-0094175,PRT-0036112,Weld Failure,Critical,2023-06-07 22:56:29,Automated Vision,False,39.38,Process Drift
DEF-0076177,BCH-0061118,PRT-0081535,Material Defect,Major,2024-03-23 06:08:32,X-Ray,False,71.81,Machine Wear
DEF-0076178,BCH-0097852,PRT-0082858,Material Defect,Minor,2024-06-20 06:03:07,Visual Inspection,False,114.0,Machine Wear
DEF-0076179,BCH-0049146,PRT-0091603,Weld Failure,Minor,2024-11-24 15:38:28,Ultrasonic,True,177.89,Operator Error
DEF-0076180,BCH-0071965,PRT-0087933,Calibration Drift,Minor,2024-04-06 01:08:17,Ultrasonic,False,120.96,Machine Wear
DEF-0076181,BCH-0098830,PRT-0056086,Surface Crack,Minor,2023-12-26 23:35:21,Ultrasonic,True,56.85,Supplier Material
DEF-0076182,BCH-0019379,PRT-0086908,Dimensional Error,Minor,2023-05-21 06:47:02,Visual Inspection,True,262.12,Operator Error
DEF-0076183,BCH-0088723,PRT-0055291,Dimensional Error,Minor,2022-10-30 18:39:46,Visual Inspection,False,69.27,Process Drift
DEF-0076184,BCH-0060410,PRT-0011212,Weld Failure,Minor,2024-07-12 15:51:47,Visual Inspection,True,342.67,Machine Wear
DEF-0076185,BCH-0098341,PRT-0042707,Material Defect,Major,2024-07-20 05:32:00,Visual Inspection,True,372.76,Machine Wear
DEF-0076186,BCH-0050043,PRT-0041348,Dimensional Error,Minor,2022-03-24 13:57:48,CMM,False,12.47,Environmental
DEF-0076187,BCH-0009926,PRT-0053046,Weld Failure,Major,2022-11-02 14:17:20,Automated Vision,False,9.11,Supplier Material
DEF-0076188,BCH-0066313,PRT-0038546,Surface Crack,Minor,2022-09-09 02:06:17,Ultrasonic,False,100.44,Supplier Material
DEF-0076189,BCH-0071658,PRT-0083421,Dimensional Error,Critical,2022-09-27 18:59:27,Visual Inspection,False,24.71,Machine Wear
DEF-0076190,BCH-0032928,PRT-0005496,Dimensional Error,Major,2024-02-23 15:29:16,Automated Vision,False,39.09,Machine Wear
DEF-0076191,BCH-0039940,PRT-0034468,Surface Crack,Minor,2022-03-31 08:44:19,Visual Inspection,False,18.32,Machine Wear
DEF-0076192,BCH-0081436,PRT-0005576,Surface Crack,Major,2024-12-19 17:22:29,X-Ray,True,101.15,Operator Error
DEF-0076193,BCH-0040683,PRT-0054457,Weld Failure,Major,2022-08-13 09:50:54,Automated Vision,False,26.46,Supplier Material
DEF-0076194,BCH-0003943,PRT-0026859,Assembly Fault,Critical,2022-04-27 23:46:34,Ultrasonic,True,7.54,Machine Wear
DEF-0076195,BCH-0055717,PRT-0002461,Calibration Drift,Major,2022-12-22 08:55:25,Visual Inspection,True,55.49,Environmental
DEF-0076196,BCH-0036037,PRT-0099834,Dimensional Error,Minor,2024-08-07 16:25:55,CMM,False,296.73,Machine Wear
DEF-0076197,BCH-0049557,PRT-0086092,Dimensional Error,Minor,2024-08-18 06:36:20,CMM,False,124.6,Machine Wear
DEF-0076198,BCH-0019681,PRT-0056842,Calibration Drift,Minor,2023-05-22 12:46:35,Automated Vision,True,41.32,Process Drift
DEF-0076199,BCH-0058441,PRT-0050313,Material Defect,Major,2022-10-20 09:30:40,Automated Vision,False,88.33,Operator Error
DEF-0076200,BCH-0037482,PRT-0073176,Dimensional Error,Major,2022-03-13 17:40:35,Ultrasonic,False,356.8,Machine Wear
DEF-0076201,BCH-0079880,PRT-0035164,Assembly Fault,Minor,2024-11-14 16:56:52,CMM,True,62.08,Machine Wear
DEF-0076202,BCH-0088941,PRT-0070050,Surface Crack,Critical,2022-02-24 19:05:43,Visual Inspection,False,55.46,Supplier Material
DEF-0076203,BCH-0072044,PRT-0009927,Dimensional Error,Major,2024-09-23 13:55:27,Visual Inspection,False,4.54,Supplier Material
DEF-0076204,BCH-0086368,PRT-0056444,Material Defect,Minor,2023-04-14 14:57:16,Ultrasonic,False,322.49,Supplier Material
DEF-0076205,BCH-0049598,PRT-0019355,Calibration Drift,Critical,2023-09-01 18:57:09,X-Ray,False,14.36,Environmental
DEF-0076206,BCH-0056526,PRT-0093156,Material Defect,Minor,2024-01-29 11:03:48,CMM,False,68.44,Operator Error
DEF-0076207,BCH-0014712,PRT-0036345,Calibration Drift,Major,2023-12-21 20:35:01,Visual Inspection,True,82.92,Process Drift
DEF-0076208,BCH-0000203,PRT-0014544,Weld Failure,Minor,2024-05-03 02:24:00,CMM,False,83.75,Machine Wear
DEF-0076209,BCH-0069473,PRT-0020556,Surface Crack,Critical,2023-10-24 23:35:09,Visual Inspection,False,68.25,Supplier Material
DEF-0076210,BCH-0080269,PRT-0005582,Dimensional Error,Minor,2022-12-27 03:41:59,Automated Vision,False,132.03,Supplier Material
DEF-0076211,BCH-0007645,PRT-0003998,Calibration Drift,Minor,2024-09-06 08:58:03,Visual Inspection,True,118.19,Machine Wear
DEF-0076212,BCH-0022194,PRT-0060775,Surface Crack,Major,2022-04-18 06:43:44,Automated Vision,True,109.33,Process Drift
DEF-0076213,BCH-0069786,PRT-0097035,Surface Crack,Critical,2023-04-06 16:44:38,Visual Inspection,False,271.42,Machine Wear
DEF-0076214,BCH-0016954,PRT-0085526,Surface Crack,Minor,2024-08-24 03:26:40,Ultrasonic,True,12.79,Operator Error
DEF-0076215,BCH-0091443,PRT-0051570,Dimensional Error,Major,2024-09-21 18:33:25,Visual Inspection,False,424.61,Operator Error
DEF-0076216,BCH-0009411,PRT-0096332,Assembly Fault,Minor,2022-01-19 18:36:59,Ultrasonic,True,7.5,Supplier Material
DEF-0076217,BCH-0070596,PRT-0054566,Calibration Drift,Minor,2024-10-11 22:58:07,X-Ray,False,108.21,Supplier Material
DEF-0076218,BCH-0090963,PRT-0088000,Surface Crack,Minor,2024-07-17 10:42:56,Ultrasonic,False,65.95,Operator Error
DEF-0076219,BCH-0003537,PRT-0074193,Material Defect,Critical,2024-10-07 20:16:57,X-Ray,False,1.26,Process Drift
DEF-0076220,BCH-0033557,PRT-0089301,Weld Failure,Major,2022-06-03 14:13:15,X-Ray,False,3.02,Operator Error
DEF-0076221,BCH-0021152,PRT-0028745,Surface Crack,Critical,2022-01-07 12:03:14,Ultrasonic,True,110.87,Operator Error
DEF-0076222,BCH-0049322,PRT-0067529,Assembly Fault,Minor,2024-05-29 18:29:59,Visual Inspection,True,21.54,Machine Wear
DEF-0076223,BCH-0039326,PRT-0095083,Material Defect,Critical,2024-07-17 08:44:21,Ultrasonic,False,120.3,Machine Wear
DEF-0076224,BCH-0018959,PRT-0061065,Surface Crack,Minor,2022-11-19 19:42:02,Visual Inspection,False,134.72,Environmental
DEF-0076225,BCH-0046902,PRT-0011050,Material Defect,Minor,2024-10-06 07:50:13,Ultrasonic,True,59.61,Process Drift
DEF-0076226,BCH-0033722,PRT-0019951,Assembly Fault,Minor,2022-01-31 00:41:59,Visual Inspection,False,44.27,Process Drift
DEF-0076227,BCH-0075017,PRT-0028628,Material Defect,Minor,2022-06-09 17:01:23,CMM,True,50.07,Operator Error
DEF-0076228,BCH-0087305,PRT-0057732,Material Defect,Major,2022-07-02 00:22:48,X-Ray,False,69.29,Supplier Material
DEF-0076229,BCH-0053869,PRT-0020247,Assembly Fault,Major,2024-12-26 00:37:11,Ultrasonic,True,17.39,Supplier Material
DEF-0076230,BCH-0048970,PRT-0051165,Weld Failure,Critical,2023-07-06 10:54:40,CMM,False,30.37,Operator Error
DEF-0076231,BCH-0048231,PRT-0093954,Surface Crack,Major,2022-12-25 03:00:00,CMM,True,7.06,Supplier Material
DEF-0076232,BCH-0093513,PRT-0024563,Material Defect,Major,2024-05-29 21:55:04,Automated Vision,True,559.45,Environmental
DEF-0076233,BCH-0039444,PRT-0095497,Assembly Fault,Minor,2022-08-10 20:52:59,CMM,False,352.04,Environmental
DEF-0076234,BCH-0058602,PRT-0027788,Material Defect,Minor,2023-12-29 04:55:56,X-Ray,False,344.81,Supplier Material
DEF-0076235,BCH-0053518,PRT-0091622,Weld Failure,Major,2023-10-12 12:31:54,X-Ray,True,104.63,Supplier Material
DEF-0076236,BCH-0037848,PRT-0085818,Dimensional Error,Minor,2024-04-23 19:22:18,Visual Inspection,False,4.3,Machine Wear
DEF-0076237,BCH-0041937,PRT-0008404,Dimensional Error,Critical,2023-08-15 15:40:27,Ultrasonic,True,135.34,Process Drift
DEF-0076238,BCH-0004208,PRT-0044292,Assembly Fault,Minor,2023-07-28 17:27:17,Visual Inspection,False,359.09,Machine Wear
DEF-0076239,BCH-0011878,PRT-0022897,Surface Crack,Major,2024-10-15 12:25:47,CMM,False,33.86,Operator Error
DEF-0076240,BCH-0079736,PRT-0016428,Material Defect,Minor,2023-10-18 00:41:21,Ultrasonic,False,123.37,Supplier Material
DEF-0076241,BCH-0041465,PRT-0063807,Weld Failure,Critical,2023-08-08 09:58:30,Automated Vision,False,97.63,Machine Wear
DEF-0076242,BCH-0052620,PRT-0085572,Calibration Drift,Major,2024-07-19 00:27:47,Automated Vision,True,3.14,Machine Wear
DEF-0076243,BCH-0020493,PRT-0039211,Calibration Drift,Major,2023-05-11 02:15:32,X-Ray,False,225.4,Process Drift
DEF-0076244,BCH-0016527,PRT-0039817,Surface Crack,Major,2022-10-23 00:48:15,X-Ray,True,110.73,Machine Wear
DEF-0076245,BCH-0034897,PRT-0062604,Dimensional Error,Minor,2024-12-15 04:25:19,Automated Vision,True,165.87,Operator Error
DEF-0076246,BCH-0080333,PRT-0095749,Material Defect,Minor,2023-12-05 00:20:23,CMM,False,67.56,Machine Wear
DEF-0076247,BCH-0047524,PRT-0075951,Weld Failure,Major,2022-08-30 06:31:58,X-Ray,False,157.06,Operator Error
DEF-0076248,BCH-0020337,PRT-0099365,Weld Failure,Minor,2024-12-10 21:48:47,Visual Inspection,False,248.1,Process Drift
DEF-0076249,BCH-0083000,PRT-0037708,Material Defect,Critical,2022-04-10 12:19:47,Visual Inspection,False,13.08,Machine Wear
DEF-0076250,BCH-0033886,PRT-0062552,Surface Crack,Minor,2022-09-27 17:32:05,Visual Inspection,False,39.42,Operator Error
DEF-0076251,BCH-0067965,PRT-0028140,Weld Failure,Minor,2022-03-05 10:33:03,CMM,True,97.61,Machine Wear
DEF-0076252,BCH-0014440,PRT-0095493,Weld Failure,Minor,2022-04-26 12:01:25,X-Ray,True,100.1,Machine Wear
DEF-0076253,BCH-0087602,PRT-0051478,Material Defect,Minor,2024-11-22 06:24:59,X-Ray,False,89.24,Machine Wear
DEF-0076254,BCH-0013179,PRT-0087491,Surface Crack,Minor,2022-02-17 20:28:41,Ultrasonic,True,70.32,Machine Wear
DEF-0076255,BCH-0008325,PRT-0079053,Surface Crack,Critical,2022-10-22 05:10:55,CMM,True,377.35,Supplier Material
DEF-0076256,BCH-0066767,PRT-0027788,Assembly Fault,Major,2022-01-01 07:15:55,Ultrasonic,False,20.52,Machine Wear
DEF-0076257,BCH-0018368,PRT-0096940,Weld Failure,Critical,2024-08-02 14:50:00,Visual Inspection,False,182.27,Machine Wear
DEF-0076258,BCH-0099879,PRT-0002954,Surface Crack,Minor,2024-08-10 05:31:57,Automated Vision,True,2.57,Supplier Material
DEF-0076259,BCH-0026108,PRT-0094317,Weld Failure,Minor,2022-03-01 19:00:28,Automated Vision,True,42.31,Machine Wear
DEF-0076260,BCH-0078720,PRT-0065296,Surface Crack,Major,2022-10-18 22:11:15,Ultrasonic,False,116.63,Supplier Material
DEF-0076261,BCH-0074045,PRT-0031014,Assembly Fault,Minor,2022-06-25 02:45:01,Ultrasonic,False,217.5,Process Drift
DEF-0076262,BCH-0002383,PRT-0059723,Surface Crack,Major,2024-10-10 16:47:15,CMM,True,79.07,Process Drift
DEF-0076263,BCH-0084884,PRT-0079944,Surface Crack,Minor,2023-09-03 11:08:16,Automated Vision,False,43.09,Supplier Material
DEF-0076264,BCH-0028055,PRT-0025274,Calibration Drift,Major,2023-10-01 22:00:26,X-Ray,True,186.88,Operator Error
DEF-0076265,BCH-0045917,PRT-0081287,Dimensional Error,Major,2023-07-22 13:13:19,CMM,False,47.79,Machine Wear
DEF-0076266,BCH-0031080,PRT-0027000,Surface Crack,Critical,2024-01-28 17:25:34,Ultrasonic,True,18.92,Process Drift
DEF-0076267,BCH-0000562,PRT-0006997,Weld Failure,Critical,2023-04-27 15:26:15,CMM,False,77.63,Machine Wear
DEF-0076268,BCH-0008079,PRT-0048599,Weld Failure,Minor,2022-09-12 01:48:56,Automated Vision,True,1.23,Environmental
DEF-0076269,BCH-0021847,PRT-0058043,Weld Failure,Minor,2022-06-22 02:25:16,Automated Vision,True,131.03,Machine Wear
DEF-0076270,BCH-0067076,PRT-0067485,Material Defect,Minor,2023-07-02 23:16:27,CMM,False,76.33,Machine Wear
DEF-0076271,BCH-0007161,PRT-0040341,Calibration Drift,Critical,2022-03-23 22:19:24,X-Ray,False,241.51,Supplier Material
DEF-0076272,BCH-0072595,PRT-0019138,Calibration Drift,Major,2024-01-03 12:18:38,X-Ray,True,605.69,Operator Error
DEF-0076273,BCH-0006260,PRT-0018069,Assembly Fault,Minor,2024-12-10 08:42:52,Visual Inspection,False,59.0,Machine Wear
DEF-0076274,BCH-0010837,PRT-0043963,Calibration Drift,Minor,2022-03-02 14:59:50,Ultrasonic,False,662.77,Machine Wear
DEF-0076275,BCH-0052951,PRT-0049730,Assembly Fault,Major,2024-03-28 09:47:36,Automated Vision,False,3.89,Machine Wear
DEF-0076276,BCH-0096919,PRT-0012172,Weld Failure,Major,2024-11-10 08:48:44,Automated Vision,True,270.8,Machine Wear
DEF-0076277,BCH-0069581,PRT-0054896,Material Defect,Minor,2023-07-01 12:11:45,Automated Vision,True,103.73,Operator Error
DEF-0076278,BCH-0099270,PRT-0002455,Material Defect,Minor,2023-05-17 05:09:27,Automated Vision,True,18.84,Process Drift
DEF-0076279,BCH-0088536,PRT-0074877,Assembly Fault,Minor,2022-07-24 13:07:10,Visual Inspection,False,135.05,Process Drift
DEF-0076280,BCH-0073840,PRT-0084146,Surface Crack,Major,2024-04-09 20:55:59,Ultrasonic,True,143.36,Process Drift
DEF-0076281,BCH-0081569,PRT-0082143,Dimensional Error,Minor,2023-07-18 23:24:02,Automated Vision,True,99.45,Machine Wear
DEF-0076282,BCH-0031042,PRT-0047326,Dimensional Error,Minor,2024-07-14 07:02:14,Ultrasonic,False,70.69,Process Drift
DEF-0076283,BCH-0055940,PRT-0054853,Material Defect,Major,2024-06-04 08:46:03,Automated Vision,False,171.51,Operator Error
DEF-0076284,BCH-0023880,PRT-0006349,Weld Failure,Major,2022-09-06 13:19:00,Ultrasonic,False,181.48,Machine Wear
DEF-0076285,BCH-0053137,PRT-0038828,Surface Crack,Minor,2022-11-08 18:46:52,Automated Vision,False,4.89,Process Drift
DEF-0076286,BCH-0013549,PRT-0094033,Assembly Fault,Minor,2022-08-02 11:06:19,Automated Vision,False,45.77,Operator Error
DEF-0076287,BCH-0016869,PRT-0075841,Dimensional Error,Minor,2022-10-22 04:22:28,Automated Vision,False,108.11,Machine Wear
DEF-0076288,BCH-0049297,PRT-0062208,Assembly Fault,Minor,2022-06-02 23:37:49,Ultrasonic,True,215.72,Operator Error
DEF-0076289,BCH-0053336,PRT-0030596,Material Defect,Minor,2022-07-30 03:58:50,CMM,True,72.36,Machine Wear
DEF-0076290,BCH-0011447,PRT-0043022,Weld Failure,Major,2024-09-10 16:40:38,CMM,True,294.59,Machine Wear
DEF-0076291,BCH-0025368,PRT-0005925,Surface Crack,Minor,2022-05-08 10:51:57,X-Ray,False,34.57,Environmental
DEF-0076292,BCH-0023733,PRT-0037701,Calibration Drift,Major,2023-02-16 20:48:28,CMM,False,399.75,Supplier Material
DEF-0076293,BCH-0002568,PRT-0003707,Material Defect,Minor,2023-07-23 23:40:51,CMM,True,15.65,Environmental
DEF-0076294,BCH-0062535,PRT-0022569,Material Defect,Major,2022-12-03 02:51:07,Ultrasonic,False,19.89,Machine Wear
DEF-0076295,BCH-0030707,PRT-0013831,Surface Crack,Major,2023-07-17 01:14:37,X-Ray,True,110.14,Process Drift
DEF-0076296,BCH-0020087,PRT-0020133,Material Defect,Minor,2024-09-13 19:18:46,Automated Vision,False,78.61,Operator Error
DEF-0076297,BCH-0098498,PRT-0086470,Assembly Fault,Critical,2024-11-23 00:06:56,X-Ray,False,106.83,Process Drift
DEF-0076298,BCH-0026174,PRT-0049838,Dimensional Error,Major,2022-11-02 13:33:08,Visual Inspection,False,251.31,Process Drift
DEF-0076299,BCH-0070082,PRT-0042467,Dimensional Error,Minor,2022-03-29 23:00:35,Automated Vision,False,167.31,Process Drift
DEF-0076300,BCH-0046237,PRT-0046209,Assembly Fault,Major,2023-11-02 16:14:28,Ultrasonic,False,81.03,Operator Error
DEF-0076301,BCH-0055618,PRT-0075076,Material Defect,Minor,2024-12-02 06:04:12,X-Ray,False,70.79,Supplier Material
DEF-0076302,BCH-0031839,PRT-0062034,Calibration Drift,Minor,2022-06-04 17:59:44,Automated Vision,True,106.46,Machine Wear
DEF-0076303,BCH-0013993,PRT-0024686,Material Defect,Minor,2022-11-17 03:59:59,Automated Vision,True,27.66,Environmental
DEF-0076304,BCH-0030917,PRT-0029554,Assembly Fault,Minor,2022-01-10 20:54:01,CMM,True,208.82,Process Drift
DEF-0076305,BCH-0077022,PRT-0029879,Calibration Drift,Major,2024-04-21 05:09:41,X-Ray,True,80.68,Process Drift
DEF-0076306,BCH-0041431,PRT-0044025,Material Defect,Major,2024-08-06 10:40:40,Automated Vision,True,51.32,Supplier Material
DEF-0076307,BCH-0002525,PRT-0092081,Weld Failure,Minor,2022-01-09 22:34:45,Ultrasonic,True,62.38,Environmental
